Bharatiya Janata Party - BJP,240
Telugu Desam - TDP,16
Janata Dal  (United) - JD(U),12
Shiv Sena - SHS,7
Lok Janshakti Party(Ram Vilas) - LJPRV,5
Janata Dal  (Secular) - JD(S),2
Janasena Party - JnP,2
Rashtriya Lok Dal - RLD,2
Sikkim Krantikari Morcha - SKM,1
Nationalist Congress Party - NCP,1
Hindustani Awam Morcha (Secular) - HAMS,1
Asom Gana Parishad - AGP,1
AJSU Party - AJSUP,1
Apna Dal (Soneylal) - ADAL,1
